year,price,mileage
2019,22.995,46.904
2021,25.68,28.433
2020,21.8,42.372
2020,23.988,41.061
2020,20.995,29.603
2019,17.595,86.795
2021,22.5,62.373
2019,19.965,58.867
2019,17.799,68.449
2017,17.156,45.747
2021,26.498,21.81
2017,15.895,97.138
2020,24.588,27.626
2016,13.5,95.975
2021,26.698,18.16
2021,25.58,15.332
2021,27.705,17.883
2015,13.99,122.707
2021,26.512,35.038
2021,23.652,33.026
2020,21.997,26.641
2019,21.75,39.45
2017,17.98,45.981
2020,21,50.379
2021,27.5,19.75
2021,26.498,26.181
2021,28.995,13.549
2022,30.93,15.845
2023,31.9,8.119
2014,13.994,90.052
2015,10.998,134
2019,13.535,111.789
2017,11.599,125.753
2014,10.498,106.1
2020,23.89,36.003
2019,20.458,43.637
2020,25.38,53.079
2021,31.991,15.083
2021,25.925,57.793
2019,17.968,79.626
2021,24.99,27.627
2016,20.402,58.15
2021,27.995,37.329
2014,13.98,84.206
2020,23.339,21.994
2019,18.5,81.612
2014,15.9,75.835
2020,25.5,20.638
2020,21.98,59.659
2019,20.988,38.469
2022,30.25,31.059
2021,24.995,37.967
2021,26.997,22.707
2019,21.988,60.142
2021,28.524,36.289
2018,16.988,86.465
2021,27.429,15.665
2021,21.785,44.992
2021,24.997,17.439
2023,33.995,6.022
2020,24.5,27.614
2021,26.598,26.667
2018,19.986,80.825
2020,25.593,16.265
2021,23.65,36.466
2019,22.988,33.158
2020,20.497,40.706
2021,25.988,29.522
2021,23.982,45.186
2020,21.599,46.692
2017,17.988,52.413
2020,21,71.127
2021,25.998,30.052
2015,17.994,62.485
2016,16.304,84.984
2019,17.495,106.898
2020,21.99,44.404
2020,17.9,42
2019,19.678,52.534
2020,24.588,37.531
2022,27.497,21.784
2021,28.995,21.289
2020,18.995,96.891
2019,19.988,48.007
2021,26.598,17.008
2018,21.788,48.184
2020,23.5,44.304
2015,14.99,68.346
2021,26.398,20.141
2019,20.3,80.065
2021,24.75,36.86
2020,24.5,29.907
2017,15.49,106.476
2022,32.995,14.721
2015,19,62.862
2020,25.995,24.109
2022,34.995,6.2
2016,12.58,116.329
2021,27.997,24.318
2019,15.8,105.909
2019,15.8,114.901
2021,24.458,43.406
2018,16.499,87.346
2020,17.497,73.865
2021,25,36.216
2021,21.788,62.184
2018,19.995,54.812
2021,24.968,21.205
2017,13.59,96.386
2019,17.985,86.452
2020,21.499,48.421
2021,26.998,34.602
2021,25.885,19.912
2020,22,49.277
2021,28.74,14.374
2020,21.5,42.652
2018,19.995,62.5
2018,14.95,108.271
2014,10.263,118.709
2021,25.799,32.913
2016,14,94.159
2019,19.5,47.866
2022,31.995,22.034
2021,23.9,26.084
2020,18.398,61.055
2016,12.975,129.149
2018,18.996,67.579
2019,16.9,101.833
2021,27.38,31.676
2015,13.785,48.182
2021,25.577,37.303
2019,21.75,54.976
2020,20,36
2020,20.699,56.342
2019,18.995,55.706
2021,25.498,35.181
2020,21.53,40.487
2019,17.99,63.471
2017,14.988,109.43
2016,14.9,107.269
2016,14.895,90.384
2019,19.206,78.85
2017,14.198,99.294
2021,22.593,19.8
2019,15.797,89.592
2019,22,54.154
2019,21.995,61.511
2018,14.995,93.564
2019,16.495,98.051
2021,25.925,28.525
2018,16.5,74.601
2021,26.995,28.603
2019,25.555,22.658
2020,23.982,33.305
2016,15.888,90.913
2020,23.911,28.252
2020,21.674,70.368
2021,25.462,24.53
2020,24.995,40.572
2021,28.459,25.939
2021,23.79,51.426
2021,26.298,28.239
2020,19.998,80.591
2015,16.825,39.863
2021,22.988,40.826
