year,price,mileage
2018,28.298,64.558
2019,27,86.859
2022,43.399,22.037
2021,41.289,18.557
2020,38.997,32.733
2021,43.9,31.923
2023,51.497,4.923
2021,37.679,35.45
2021,36.409,30.308
2023,73.488,22.678
2016,18.486,111.101
2019,41.9,51.584
2012,16.985,220.12
2023,47.991,2.453
2021,35.995,22.902
2013,13,172.982
2021,47.5,23.42
2021,43.991,28.118
2017,27.498,25.842
2021,43.497,25.226
2019,32.803,44.783
2021,45.5,30.818
2016,25.8,79.614
2022,42.9,51.779
2022,42.997,9.351
2018,29.888,59.734
2023,48.5,12.691
2021,32.095,57.238
2021,43.028,29.43
2021,40.5,40.612
2021,38.632,14.915
2023,47.997,6.617
2022,55.863,21.102
2022,51.995,13.983
2023,49.877,16.461
2016,29.98,97.066
2021,42.5,43.592
2021,43.995,18.938
2021,48.99,15.087
2023,48.388,13.293
2018,26.5,89.357
2021,39.2,39.844
2022,51.64,16.699
2022,48.98,16.844
2017,30.7,57.543
2016,25.788,79.072
2022,43.995,21.648
2018,37.608,55.785
2021,41.997,21.287
2019,36.3,25.369
2021,39.997,35.999
2020,37.755,57.323
2015,25.495,68.918
2022,49.682,4.958
2018,27.999,42.808
2022,42.997,12.322
2023,48.295,25.485
2022,44.9,39.944
2019,32.488,34.222
2023,52.497,4.85
2023,43.955,5.283
2018,27.495,54.841
2022,44.2,18.507
2015,26.98,83
2020,29.8,46.225
2020,27,56.889
2015,19.972,98.609
2015,25.826,78.96
2018,27.621,61.406
2022,47.82,9.416
2021,51.672,18.464
2023,47.89,0.038
2018,31.44,54.729
2013,18.99,120.564
2013,15.99,101.717
2021,57,31.233
2021,37.377,30.384
2021,44.7,35.864
2022,40.84,32.919
2021,39.5,18.973
2021,36.988,27.412
2016,23.985,110.628
2021,49.89,24.068
2023,79.997,9.981
2022,41.345,20.089
2021,43.9,26.099
2021,40.494,43.763
2021,40.497,47.264
2021,37.5,20.5
2022,48.4,15.162
2021,38.464,40.137
2022,39.695,49.033
2022,51.426,13.929
2019,31.995,44.31
2023,48.988,15.314
2021,46,28.227
2011,21.488,39.344
2008,12.5,137.1
2020,37.9,46.433
2022,44.307,9.477
2015,24.997,72.003
2021,50.986,26.67
2018,34.99,87.997
2022,42.988,12.108
2019,30.998,21.161
